"BusinessId","Business","Address1","Address2","City","County","State","Zip","PhonePrimary","URL","MailAddress","MailCity","MailState","MailZip","Email","Profiles","DateStamp","LastUpdated","fullAddress","lon","lat"
4310377,"Duangrat Oriental Food Mart","5888 Leesburg Pike","","Falls Church","Fairfax","Virginia",22041,"7035780622","http://Mybpstation.Com","5888 Leesburg Pike","Falls Church","Virginia",22041,"","Food Retailer","Jan 10 2017 09:26:19:000PM","Jan 10 2017 09:26:19:000PM","5888 Leesburg Pike Falls Church Virginia 22041",-77.1343373,38.8537977
4310404,"Duke Street Mobile","2838 Duke St","","Alexandria","Alexandria","Virginia",22314,"7037515242","http://Exxonmobilstations.Com","2838 Duke St","Alexandria","Virginia",22314,"","Food Retailer","Jan 10 2017 09:26:23:000PM","Jan 10 2017 09:26:23:000PM","2838 Duke St Alexandria Virginia 22314",-77.0797403,38.8068481
4310409,"Dulles Exxon","14000 Lee Jackson Memorial Hwy","","Chantilly","Fairfax","Virginia",20151,"7039687878","http://Exxonmobilstations.Com","14000 Lee Jackson Memorial Hwy","Chantilly","Virginia",20151,"","Food Retailer","Jan 10 2017 09:26:24:000PM","Jan 10 2017 09:26:24:000PM","14000 Lee Jackson Memorial Hwy Chantilly Virginia 20151",-77.431291,38.894637
4310412,"Dulles Park BP Svc","1098 Elden St","","Herndon","Fairfax","Virginia",20170,"7034711548","http://Mybpstation.Com","1098 Elden St","Herndon","Virginia",20170,"","Food Retailer","Jan 10 2017 09:26:25:000PM","Jan 10 2017 09:26:25:000PM","1098 Elden St Herndon Virginia 20170",-77.3975511,38.965617
4310413,"Dulles Pure Foods Inc","23475 Rock Haven Way # 145","","Sterling","Loudoun","Virginia",20166,"7036613929","","23475 Rock Haven Way # 145","Sterling","Virginia",20166,"","Food Retailer","Jan 10 2017 09:26:25:000PM","Jan 10 2017 09:26:25:000PM","23475 Rock Haven Way  145 Sterling Virginia 20166",-77.4921377,38.9679441
4310414,"Dulles Shell","45410 Holiday Dr","","Sterling","Loudoun","Virginia",20166,"7034354300","http://Shell.Com","45410 Holiday Dr","Sterling","Virginia",20166,"","Food Retailer","Jan 10 2017 09:26:25:000PM","Jan 10 2017 09:26:25:000PM","45410 Holiday Dr Sterling Virginia 20166",-77.4294081,38.9850844
4310415,"Dumfries BP","17400 Jefferson Davis Hwy","","Dumfries","Prince William","Virginia",22026,"7034413500","http://Mybpstation.Com","17400 Jefferson Davis Hwy","Dumfries","Virginia",22026,"","Food Retailer","Jan 10 2017 09:26:25:000PM","Jan 10 2017 09:26:25:000PM","17400 Jefferson Davis Hwy Dumfries Virginia 22026",-77.3153238,38.5749324
4310417,"Dumfries Exxon","17019 Dumfries Rd","","Dumfries","Prince William","Virginia",22025,"7032215558","http://Exxonmobilstations.Com","17019 Dumfries Rd","Dumfries","Virginia",22025,"","Food Retailer","Jan 10 2017 09:26:25:000PM","Jan 10 2017 09:26:25:000PM","17019 Dumfries Rd Dumfries Virginia 22025",-77.3275068,38.5826654
4310418,"Dumfries Mini Mart","17315 Jefferson Davis Hwy","","Dumfries","Prince William","Virginia",22026,"7036342151","","17315 Jefferson Davis Hwy","Dumfries","Virginia",22026,"","Food Retailer","Jan 10 2017 09:26:25:000PM","Jan 10 2017 09:26:25:000PM","17315 Jefferson Davis Hwy Dumfries Virginia 22026",-77.3122422,38.5766442
4310419,"Dumfries Sunoco","18020 Main St","","Dumfries","Prince William","Virginia",22026,"7032216884","http://Sunoco.Com","18020 Main St","Dumfries","Virginia",22026,"","Food Retailer","Jan 10 2017 09:26:26:000PM","Jan 10 2017 09:26:26:000PM","18020 Main St Dumfries Virginia 22026",-77.3316348,38.5613214
4310571,"Dunn Loring Mobil","2212 Gallows Rd","","Dunn Loring","Fairfax","Virginia",22027,"7032802038","http://Exxonmobilstations.Com","2212 Gallows Rd","Dunn Loring","Virginia",22027,"","Food Retailer","Jan 10 2017 09:26:48:000PM","Jan 10 2017 09:26:48:000PM","2212 Gallows Rd Dunn Loring Virginia 22027",-77.2244835,38.9002274
4310574,"Durga Grocery Store","3337 Ladino Ct","","Woodbridge","Prince William","Virginia",22193,"7034915677","","3337 Ladino Ct","Woodbridge","Virginia",22193,"","Food Retailer","Jan 10 2017 09:26:49:000PM","Jan 10 2017 09:26:49:000PM","3337 Ladino Ct Woodbridge Virginia 22193",-77.314322,38.612558
4310577,"Dutch Henry's","6485 John Marshall Hwy","","The Plains","Fauquier","Virginia",20198,"5402532013","","6485 John Marshall Hwy","The Plains","Virginia",20198,"","Food Retailer","Jan 10 2017 09:26:49:000PM","Jan 10 2017 09:26:49:000PM","6485 John Marshall Hwy The Plains Virginia 20198",-77.7800873,38.8629732
4310598,"E & C Enterprises Inc","6717 Old Dominion Dr","","McLean","Fairfax","Virginia",22101,"7035560037","http://Shell.Com","6717 Old Dominion Dr","McLean","Virginia",22101,"","Food Retailer","Jan 10 2017 09:26:52:000PM","Jan 10 2017 09:26:52:000PM","6717 Old Dominion Dr McLean Virginia 22101",-77.1768019,38.9334857
4310604,"E & C Enterprises Inc","8103 Leesburg Pike","","Vienna","Fairfax","Virginia",22182,"7033560819","","8103 Leesburg Pike","Vienna","Virginia",22182,"","Food Retailer","Jan 10 2017 09:26:53:000PM","Jan 10 2017 09:26:53:000PM","8103 Leesburg Pike Vienna Virginia 22182",-77.2252694,38.9141451
4310590,"E & C Enterprises Inc","7206 Little River Tpke","","Annandale","Fairfax","Virginia",22003,"7032560482","http://Crowncentral.Com","7206 Little River Tpke","Annandale","Virginia",22003,"","Food Retailer","Jan 10 2017 09:26:51:000PM","Jan 10 2017 09:26:51:000PM","7206 Little River Tpke Annandale Virginia 22003",-77.1939183,38.8303338
4310591,"E & C Enterprises Inc","3100 Columbia Pike","","Arlington","Arlington","Virginia",22204,"7039208630","http://Baskinrobbins.Com","3100 Columbia Pike","Arlington","Virginia",22204,"","Food Retailer","Jan 10 2017 09:26:51:000PM","Jan 10 2017 09:26:51:000PM","3100 Columbia Pike Arlington Virginia 22204",-77.0887329,38.8618538
4310589,"E & C Enterprises Inc","4109 Duke St","","Alexandria","Alexandria","Virginia",22304,"7033704933","http://Exxonmobilstations.Com","4109 Duke St","Alexandria","Virginia",22304,"","Food Retailer","Jan 10 2017 09:26:51:000PM","Jan 10 2017 09:26:51:000PM","4109 Duke St Alexandria Virginia 22304",-77.1015911,38.8113037
4310609,"E & C Enterprises Inc","12680 Darby Brook Ct","","Woodbridge","Prince William","Virginia",22192,"7034945800","http://Petromg.Com","12680 Darby Brook Ct","Woodbridge","Virginia",22192,"","Food Retailer","Jan 10 2017 09:26:53:000PM","Jan 10 2017 09:26:53:000PM","12680 Darby Brook Ct Woodbridge Virginia 22192",-77.2650303,38.6762871
4310610,"E & C Enterprises Inc","13890 Noblewood Plz","","Woodbridge","Prince William","Virginia",22193,"7035836900","","13890 Noblewood Plz","Woodbridge","Virginia",22193,"","Food Retailer","Jan 10 2017 09:26:53:000PM","Jan 10 2017 09:26:53:000PM","13890 Noblewood Plz Woodbridge Virginia 22193",-77.3137354,38.6528467
4310611,"E & C Enterprises Inc","14352 Gideon Dr","","Woodbridge","Prince William","Virginia",22192,"7034970052","http://Shell.Com","14352 Gideon Dr","Woodbridge","Virginia",22192,"","Food Retailer","Jan 10 2017 09:26:54:000PM","Jan 10 2017 09:26:54:000PM","14352 Gideon Dr Woodbridge Virginia 22192",-77.2944998,38.640133
4310612,"E & C Enterprises Inc","2359 Research Ct","","Woodbridge","Prince William","Virginia",22192,"7034909714","","2359 Research Ct","Woodbridge","Virginia",22192,"","Food Retailer","Jan 10 2017 09:26:54:000PM","Jan 10 2017 09:26:54:000PM","2359 Research Ct Woodbridge Virginia 22192",-77.2843782,38.6507309
4310613,"E & C Enterprises Inc","2495 Prince William Pkwy","","Woodbridge","Prince William","Virginia",22192,"7034946900","http://Ecenterprises.Com","2495 Prince William Pkwy","Woodbridge","Virginia",22192,"","Food Retailer","Jan 10 2017 09:26:54:000PM","Jan 10 2017 09:26:54:000PM","2495 Prince William Pkwy Woodbridge Virginia 22192",-77.2872285,38.6524756
4310597,"E & C Enterprises Inc","8501 Centreville Rd","","Manassas Park","Manassas Park","Virginia",20111,"8044431037","","8501 Centreville Rd","Manassas Park","Virginia",20111,"","Food Retailer","Jan 10 2017 09:26:52:000PM","Jan 10 2017 09:26:52:000PM","8501 Centreville Rd Manassas Park Virginia 20111",-77.45218,38.7713596
4310623,"E E Mart","13830 Braddock Rd","","Centreville","Fairfax","Virginia",20121,"7035435390","","13830 Braddock Rd","Centreville","Virginia",20121,"","Food Retailer","Jan 10 2017 09:26:55:000PM","Jan 10 2017 09:26:55:000PM","13830 Braddock Rd Centreville Virginia 20121",-77.4265097,38.8366344
4310624,"E E Wine Gateway Sunoco","14101 Whitney Rd","","Gainesville","Prince William","Virginia",20155,"7037532998","http://Sunoco.Com","14101 Whitney Rd","Gainesville","Virginia",20155,"","Food Retailer","Jan 10 2017 09:26:55:000PM","Jan 10 2017 09:26:55:000PM","14101 Whitney Rd Gainesville Virginia 20155",-77.6111883,38.7934378
4310625,"E E Wine-Bealeton Dq","11069 Marsh Rd","","Bealeton","Fauquier","Virginia",22712,"5404026042","","11069 Marsh Rd","Bealeton","Virginia",22712,"","Food Retailer","Jan 10 2017 09:26:56:000PM","Jan 10 2017 09:26:56:000PM","11069 Marsh Rd Bealeton Virginia 22712",-77.7661842,38.5801379
4310626,"E K Wine Ventures LLC","311 Mill St","","Occoquan","Prince William","Virginia",22125,"7034941622","","311 Mill St","Occoquan","Virginia",22125,"","Food Retailer","Jan 10 2017 09:26:56:000PM","Jan 10 2017 09:26:56:000PM","311 Mill St Occoquan Virginia 22125",-77.2607876,38.6845824
4310633,"E S S I Svc Ctr","716 W Church Rd","","Sterling","Loudoun","Virginia",20164,"7034505027","http://Sunoco.Com","716 W Church Rd","Sterling","Virginia",20164,"","Food Retailer","Jan 10 2017 09:26:57:000PM","Jan 10 2017 09:26:57:000PM","716 W Church Rd Sterling Virginia 20164",-77.414142,39.0073851
4310648,"Eagle Shell","307 Broadview Ave","","Warrenton","Fauquier","Virginia",20186,"5403499685","http://Shell.Com","307 Broadview Ave","Warrenton","Virginia",20186,"","Food Retailer","Jan 10 2017 09:26:59:000PM","Jan 10 2017 09:26:59:000PM","307 Broadview Ave Warrenton Virginia 20186",-77.8039362,38.7250686
4310672,"East Coast Gas Station","10007 James Madison Hwy","","Warrenton","Fauquier","Virginia",20187,"5404392245","http://Mapcoexpress.Com","10007 James Madison Hwy","Warrenton","Virginia",20187,"","Food Retailer","Jan 10 2017 09:27:02:000PM","Jan 10 2017 09:27:02:000PM","10007 James Madison Hwy Warrenton Virginia 20187",-77.8002275,38.6244125
4310713,"Eastern World Market","521 E Market St","","Leesburg","Loudoun","Virginia",20176,"7037779545","","521 E Market St","Leesburg","Virginia",20176,"","Food Retailer","Jan 10 2017 09:27:08:000PM","Jan 10 2017 09:27:08:000PM","521 E Market St Leesburg Virginia 20176",-77.5529409,39.1086111
4310719,"Easy Day Yogurt LLC","21040 Sycolin Rd # 120","","Ashburn","Loudoun","Virginia",20147,"7037299600","","21040 Sycolin Rd # 120","Ashburn","Virginia",20147,"","Food Retailer","Jan 10 2017 09:27:09:000PM","Jan 10 2017 09:27:09:000PM","21040 Sycolin Rd  120 Ashburn Virginia 20147",-77.520995,39.0418035
4310732,"Ebenezer Food Svc Inc","4100 Fairfax Dr","","Arlington","Arlington","Virginia",22203,"7038759195","","4100 Fairfax Dr","Arlington","Virginia",22203,"","Food Retailer","Jan 10 2017 09:27:10:000PM","Jan 10 2017 09:27:10:000PM","4100 Fairfax Dr Arlington Virginia 22203",-77.1097729,38.8820376
4310746,"Eden Herb Teas","817 W Broad St","","Falls Church","Falls Church","Virginia",22046,"7035363336","","817 W Broad St","Falls Church","Virginia",22046,"","Food Retailer","Jan 10 2017 09:27:12:000PM","Jan 10 2017 09:27:12:000PM","817 W Broad St Falls Church Virginia 22046",-77.1816653,38.8887391
4310748,"Eden Supermarket","6763 Wilson Blvd # 1","","Falls Church","Falls Church","Virginia",22044,"5717304432","","6763 Wilson Blvd # 1","Falls Church","Virginia",22044,"","Food Retailer","Jan 10 2017 09:27:12:000PM","Jan 10 2017 09:27:12:000PM","6763 Wilson Blvd  1 Falls Church Virginia 22044",-77.1546304,38.874459
4310749,"Edens Natural Market","16328 Lee Hwy","","Gainesville","Prince William","Virginia",20155,"7037532302","http://Edensnmg.Com","16328 Lee Hwy","Gainesville","Virginia",20155,"","Food Retailer","Jan 10 2017 09:27:12:000PM","Jan 10 2017 09:27:12:000PM","16328 Lee Hwy Gainesville Virginia 20155",-77.6796757,38.7792184
4310760,"Edibles Incredible","109 Executive Dr # A","","Sterling","Loudoun","Virginia",20166,"7034373008","http://Ediblesincredible.Com","109 Executive Dr # A","Sterling","Virginia",20166,"","Food Retailer","Jan 10 2017 09:27:13:000PM","Jan 10 2017 09:27:13:000PM","109 Executive Dr  A Sterling Virginia 20166",-77.4453061,38.9879628
4310844,"El Encanto Monserrate","85 N Glebe Rd","","Arlington","Arlington","Virginia",22203,"7035282789","","85 N Glebe Rd","Arlington","Virginia",22203,"","Food Retailer","Jan 10 2017 09:27:30:000PM","Jan 10 2017 09:27:30:000PM","85 N Glebe Rd Arlington Virginia 22203",-77.1019046,38.8721711
4310857,"El Grande Supermercado","6901 Hechinger Dr","","Springfield","Fairfax","Virginia",22151,"7034628380","","6901 Hechinger Dr","Springfield","Virginia",22151,"","Food Retailer","Jan 10 2017 09:27:32:000PM","Jan 10 2017 09:27:32:000PM","6901 Hechinger Dr Springfield Virginia 22151",-77.1831142,38.7949023
4310862,"El Latino African Market","4611 Columbia Pike","","Arlington","Arlington","Virginia",22204,"7032714661","","4611 Columbia Pike","Arlington","Virginia",22204,"","Food Retailer","Jan 10 2017 09:27:33:000PM","Jan 10 2017 09:27:33:000PM","4611 Columbia Pike Arlington Virginia 22204",-77.107188,38.8575935
4310871,"El Mercadito Hispano II","250 S Sterling Blvd","","Sterling","Loudoun","Virginia",20164,"7034332644","","250 S Sterling Blvd","Sterling","Virginia",20164,"","Food Retailer","Jan 10 2017 09:27:34:000PM","Jan 10 2017 09:27:34:000PM","250 S Sterling Blvd Sterling Virginia 20164",-77.4063828,38.9991116
4310879,"El Paisa Grocery","3414 Mount Vernon Ave","","Alexandria","Alexandria","Virginia",22305,"7032990214","","3414 Mount Vernon Ave","Alexandria","Virginia",22305,"","Food Retailer","Jan 10 2017 09:27:35:000PM","Jan 10 2017 09:27:35:000PM","3414 Mount Vernon Ave Alexandria Virginia 22305",-77.0614894,38.8362737
4310952,"El Sabor De Mi Tierra","46839 Maple Leaf Pl","","Sterling","Loudoun","Virginia",20164,"7034303170","http://Elsabordemitierra.Com","46839 Maple Leaf Pl","Sterling","Virginia",20164,"","Food Retailer","Jan 10 2017 09:27:46:000PM","Jan 10 2017 09:27:46:000PM","46839 Maple Leaf Pl Sterling Virginia 20164",-77.3796512,39.0196639
