BusinessId,Business,Address1,Address2,City,County,State,Zip,PhonePrimary,URL,MailAddress,MailCity,MailState,MailZip,Email,Profiles,DateStamp,LastUpdated
4916774,Bridgewater Farmers Market,412 North Main St.,,Bridgewater,Rockingham,Virginia,22812,5409084212,bridgewater.town,,Bridgewater,Virginia,,mbyler@bridgewater.town,"Farmers Market, Food Retailer",Apr 11 2020 02:35:09:250PM,Apr 16 2020 09:45:39:000AM
4913376,Broadway Farmers Market,161 S. Main Street,,Broadway,Rockingham,Virginia,22815,5404353426,www.town.broadway.va.us/farmers-market.html?fbclid=IwAR3LIj7dw-lNAAkHwRCT6PN4T3iUeWw18TMQynq,,Broadway,Virginia,,farmersmarket@town.broadway.va.us,Farmers Market,Mar 16 2017 10:54:06:397AM,Jul  8 2020 10:50:48:000AM
4916714,Bryce Resort Farmers Market,Bryce Resort Parking Lot,,Basye,Shenandoah,Virginia,22810,5403253768,,,Basye,Virginia,,luvscows@shentel.net,Farmers Market,Apr 11 2020 02:34:04:617PM,Apr 19 2020 08:21:25:000AM
4916570,Buckland Farm Market,4484 Lee Highway,,Warrenton,Fauquier,Virginia,20187,5713414739,Www.bucklandfarmmarket.com,,Warrenton,Virginia,,bucklandfarmmarket@gmail.com,Farmers Market,Apr  1 2020 11:37:05:093AM,Apr  1 2020 09:38:39:000AM
419898,Burke Farmers Market,5671 Roberts Pkwy.,,Burke,Fairfax,Virginia,22015,7036420128,www.fairfaxcounty.gov/parks/farm-mkt.htm,,Burke,Virginia,,,Farmers Market,Mar 27 2009 12:32:24:360PM,Jul  8 2020 10:58:50:000AM
4917241,Cartersville Farm & Art Market,2168 Cartersville Road,,Cartersville,Cumberland,Virginia,23027,8043149141,www.rvagriculture.org,,Cartersville,Virginia,,manager@rvagriculture.org,Farmers Market,May 27 2020 12:44:03:223PM,Jun  4 2020 12:56:32:000PM
3624081,Cascades Farmers Market,21060 Whitfield Place,Senior Center Parking Lot,Sterling,Loudoun,Virginia,20165,5404548089,,,Sterling,Virginia,,,Farmers Market,Jul 23 2015 08:46:40:250AM,Apr  1 2020 01:10:49:000PM
4915548,Cascades Sunday Farmers Market (Year-round),21060 Whitfield Place,,Sterling,Loudoun,Virginia,20165,540-454-8089,loudounfarmersmarkets.org,,Sterling,Virginia,,rowens.lvhmc@yahoo.com,Farmers Market,Mar 10 2019 04:33:23:103AM,Jul 16 2019 02:21:10:000PM
4914331,Charlottesville City Market,100 Water St.,,Charlottesville,Charlottesville,Virginia,22902,4349703371,www.charlottesville.org/citymarket,,Charlottesville,Virginia,,citymarket@charlottesville.org,Farmers Market,Apr 17 2018 09:26:21:837PM,Apr  2 2019 10:14:10:000AM
4915315,Charlottesville City Market,100 Water Street,,Charlottesville,Charlottesville,Virginia,22902,434-970-3371,www.charlottesville.org/citymarket,,Charlottesville,Virginia,,citymarket@charlottesville.org,Farmers Market,Mar 10 2019 04:27:21:833AM,Mar 10 2019 04:27:21:833AM
4913337,Chesapeake Farmer's Market,900 City Park Drive,120 Reservation Road and 4437 Portsmouth Blvd.,Chesapeake,Chesapeake,Virginia,23322,7573826348,,,Chesapeake,Virginia,,watsonL@vt.edu,Farmers Market,Mar  2 2017 08:29:12:783AM,Mar  2 2017 08:29:14:000AM
3624090,Chesterfield County Farmer's Market,(next to) 6701 Mimms Loop,,Chesterfield,Chesterfield,Virginia,23832,8043346811,,,Chesterfield,Virginia,,DebKoller100@gmail.com,Farmers Market,Jul 24 2015 05:39:53:773AM,Jul 24 2015 05:46:12:000AM
4913872,Chippokes Creek Farm,533 Arrow Reed Road,,Surry,Surry,Virginia,23883,7578131922,,,Surry,Virginia,,chippokescreekfarm@gmail.com,"Farmer/Rancher, Farmers Market",Sep 12 2017 01:11:20:130PM,Sep 12 2017 07:54:15:000PM
419892,Clarke County Farmers' Market (Summer Market),100 S Church St,,Berryville,Clarke,Virginia,22611,5409554463,www.clarkecountyfarmersmarket.com/,,Berryville,Virginia,,manager@clarkecountyfarmersmarket.com,Farmers Market,Mar 27 2009 11:23:52:010AM,Apr  9 2020 11:38:15:000AM
419893,Clarke County Farmers' Market (Winter Market),S. Church Street beside Dollar General,,Berryville,Clarke,Virginia,22611,5409554463,www.clarkecountyfarmersmarket.com/farmers_winter_vendors.html,,Berryville,Virginia,,,Farmers Market,Mar 27 2009 11:28:37:210AM,Jun 10 2010 01:01:59:000PM
4917307,Clays Garden Center & Farm Market,1301 S Main St,,Blackstone,Nottoway,Virginia,23824,4342925603,http://Http://www.claysgarden.com,,Blackstone,Virginia,,clayslandscape@gmail.com,Farmers Market,Jun 10 2020 12:41:39:550AM,Jun  9 2020 07:41:46:000AM
4916561,Collie Hollow,202 Estaline Valley Rd,,Craigsville,Augusta,Virginia,24430,15402550997,,,Craigsville,Virginia,,hammyskillet@gmail.com,Farmers Market,Mar 31 2020 12:50:41:933PM,Mar 31 2020 07:50:48:000AM
419891,Columbia Pike Farmers Market,S. Walter Reed Drive & Columbia Pike,,Arlington,Arlington,Virginia,22204,7038922776,www.columbiapikepartnership.com/MARKET/index_E.html,,Arlington,Virginia,,,Farmers Market,Mar 27 2009 11:12:27:153AM,May 21 2010 11:35:23:000AM
419895,Community Farmers Market,10501 Main Street,,Fairfax,Fairfax City,Virginia,22030,5404398326,www.FairfaxSaturdayMarket.com,,Fairfax,Virginia,,,Farmers Market,Mar 27 2009 12:16:45:987PM,May 21 2010 11:45:47:000AM
3624253,Community Market of Blacksburg,PO Box 561,1411 South Main St.,Blacksburg,Montgomery,Virginia,24063,5408181220,,,Blacksburg,Virginia,,communityfarmersmarket@live.com,Farmers Market,Sep  3 2015 11:37:45:533AM,Nov 20 2015 09:38:43:000PM
4915319,Crozet Farmers Market,1156 Crozet Avenue,,Crozet,Albemarle,Virginia,22932,434-823-1092,,,Crozet,Virginia,,aminutolo@embarqmail.com,Farmers Market,Mar 10 2019 04:27:27:967AM,Mar 10 2019 04:27:27:967AM
4915191,Culpeper Downtown Farmers Market,E. Davis Street,,Culpeper,Culpeper,Virginia,22701,5408254416,www.culpeperdowntown.com,,Culpeper,Virginia,,crievents@culpeperdowntown.com,Farmers Market,Mar 10 2019 04:24:20:013AM,Apr 21 2019 05:29:12:000PM
419894,Culpeper Farmers Market,Stevens & Main Street,,Culpeper,Culpeper,Virginia,22701,5404398326,,,Culpeper,Virginia,,,Farmers Market,Mar 27 2009 11:56:30:567AM,May 21 2010 11:43:29:000AM
419925,Dale City Farmers Market,Dale Boulevard,,Woodbridge,Prince William,Virginia,22193,7036707112,,,Woodbridge,Virginia,,,Farmers Market,Mar 27 2009 03:37:45:197PM,May 24 2010 08:45:53:000AM
3624121,Danville Farmers' Market,629 Craghead Street,,Danville,Danville,Virginia,24541,4347978961,,,Danville,Virginia,,porziks@danvilleva.gov,Farmers Market,Jul 30 2015 10:03:36:130AM,Jul 30 2015 01:09:30:000PM
419888,Del Ray Farmers' Market,E. Oxford & Mount Vernon Avenue,,Alexandria,Alexandria,Virginia,22301,7036832570,,,Alexandria,Virginia,,,Farmers Market,Mar 27 2009 10:44:34:767AM,May 21 2010 11:30:53:000AM
4914203,"Dorey Farmers Market, Inc.",2999 Darbytown Road,,Henrico,Richmond,Virginia,23231,8045070780,,,Henrico,Virginia,,cappie@doreyparkfarmersmarket.org,Farmers Market,Feb 17 2018 02:20:09:770PM,Apr  1 2020 12:28:51:000PM
3624143,Downtown Roanoke Inc.,213 Market St. SE,The Historic City Market,Roanoke,Roanoke City,Virginia,24011,5403422028,,,Roanoke,Virginia,,ericp@downtownroanoke.org,Farmers Market,Aug  6 2015 08:36:45:620AM,Aug  6 2015 09:16:21:000AM
4916573,Downtown South Boston Farmers Market,300 Broad St,,South Boston,Halifax,Virginia,24592,3365048398,https://www.downtownsobo.com/?link=farmers_market,,South Boston,Virginia,,dtsbfm.mm@gmail.com,Farmers Market,Apr  1 2020 05:42:36:163PM,Apr  1 2020 01:26:10:000PM
4917092,Downtown South Boston Farmers Market,300 Broad Steet,,South Boston,Halifax,Virginia,24592,5404901406,https://downtownsobo.com/?link=farmers_market,,South Boston,Virginia,,dtsbfm.president@gmail.com,Farmers Market,Apr 30 2020 03:20:09:020PM,Apr 30 2020 10:50:26:000AM
4917238,Drakes Branch Farmers Market,RR,,Drakes Branch,Charlotte,Virginia,23937,0,,,Drakes Branch,Virginia,,crewite@hotmail.com,Farmers Market,May 27 2020 11:14:48:963AM,Jun  3 2020 03:54:37:000PM
3624867,Dry Valley Farms,2835 Dry Valley Road,,Radford,Radford,Virginia,24141,5402303078,,,Radford,Virginia,,staceyg.phillips@gmail.com,"Farmer/Rancher, Farmers Market, Tourism",Feb 27 2016 01:41:29:200PM,Mar 11 2016 09:33:43:000AM
4915318,Earlysville Farmers Market,4167 Earlysville Road,,Earlysville,Albemarle,Virginia,22936,434-942-8034,earlysvillefarmersmarket.wordpress.com,,Earlysville,Virginia,,evillefarmersmkt@embarqmail.com,Farmers Market,Mar 10 2019 04:27:26:473AM,Mar 10 2019 04:27:26:473AM
4915186,Eastern Orange Farmers Market,32301 Constitution Hwy,,Locust Grove,Orange,Virginia,22508,4342274561,easternorangefarmersmarket.blogspot.com/,,Locust Grove,Virginia,,easternorangefarmersmarket@gmail.com,Farmers Market,Mar 10 2019 04:24:12:550AM,Jun 27 2019 02:03:34:000PM
4913922,Exit 40 Farmers Market,15225 Heathcote Blvd,,Haymarket,Prince William,Virginia,20169,7037950208,exit40farmersmarket.com,,Haymarket,Virginia,,elizabeth@farmtotablesolutions.com,Farmers Market,Sep 28 2017 02:29:08:140PM,Apr 21 2019 05:33:19:000PM
4916827,Fair Lawn Farm,3118 Mill Gap Rd.,,Monterey,Highland,Virginia,24465,5404683094,comehometofairlawnfarm.com,,Monterey,Virginia,,tduff@htcnet.org,"Farmers Market, Tourism",Apr 11 2020 02:36:07:187PM,Apr 15 2020 11:26:16:000AM
419899,Fairfax Farmers Market,3730 Old Lee Highway,,Fairfax,Fairfax City,Virginia,22030,7036420128,www.fairfaxcounty.gov/parks/farm-mkt.htm,,Fairfax,Virginia,,,Farmers Market,Mar 27 2009 12:37:15:643PM,May 21 2010 12:51:55:000PM
4914077,Fall Line Farms and Local Roots,P.O. Box 639,"Goochland, Va 23063",Goochland,Goochland,Virginia,23063,8048782166,https://flflr.luluslocalfood.com,,Goochland,Virginia,,,Farmers Market,Dec 28 2017 12:18:07:783PM,Dec 28 2017 12:26:55:000PM
3623993,Falls Church Farmers Market,300 Park Avenue,,Falls Church,Fairfax,Virginia,22046,7032485027,,,Falls Church,Virginia,,hherman@fallschurchva.gov,Farmers Market,Jul  2 2015 10:14:05:127AM,Jul  2 2015 10:20:45:000AM
3624223,Farmers in the Park,300 Meade Ave,,Charlottesville,Charlottesville,Virginia,22902,4349703371,,,Charlottesville,Virginia,,,Farmers Market,Aug 31 2015 11:16:59:620AM,Apr 17 2018 04:18:34:000PM
4915314,Farmers in the Park,300 Meade Avenue,,Charlottesville,Charlottesville,Virginia,22903,434-970-3371,www.charlottesvillecitymarket.com,,Charlottesville,Virginia,,citymarket@charlottesville.org,Farmers Market,Mar 10 2019 04:27:20:350AM,Mar 10 2019 04:27:20:350AM
3624098,Farmers Market at New Highland Baptist Church,9200 New Ashcake Road,,Mechanicsville,Hanover,Virginia,23116,8045509601,,,Mechanicsville,Virginia,,farmersmarket@newhighlandbaptist.org,Farmers Market,Jul 25 2015 03:22:49:097PM,Jul  6 2017 08:01:40:000PM
4917089,Farmville Community Marketplace,213 North Street,,Farmville,Prince Edward,Virginia,23901,4346100404,farmvilleva.com/community/calendar/events/farmers-market/?fbclid=IwAR2eudSltzMX3o8hhbiWE8sKi,,Farmville,Virginia,,bob@stratmoorefarms.com,Farmers Market,Apr 30 2020 02:42:26:090PM,May 28 2020 09:54:56:000AM
4913423,"Field to Table, Inc.",P. O. Box 5948,,Arlington,Arlington,Virginia,22205,7034058232,,,Arlington,Virginia,,robswennesFTT@outlook.com,Farmers Market,Mar 24 2017 08:21:01:730PM,Mar 24 2017 08:21:02:000AM
4916874,Fireside Farm,170 Oakley Farm Ln.,,Warm Springs,Bath,Virginia,24484,5406915999,fireside.farm.com,,Warm Springs,Virginia,,firesidefarm.contact@gmail.com,"Farmer/Rancher, Farmers Market",Apr 11 2020 02:36:57:120PM,Apr 14 2020 10:39:19:000AM
3624261,Five Points Community Farm Market,2500 Church St. A,,Norfolk,Norfolk,Virginia,23504,7576400300,,,Norfolk,Virginia,,5ptsfarmarket@gmail.com,"Buyer, Eating &amp; Drinking Place, Farmers Market, Food Retailer",Sep  4 2015 10:21:54:413AM,Sep  4 2015 11:03:58:000AM
4914197,Floyd Food Hub,233 Gracie Lane,,Floyd,Floyd,Virginia,24091,5403926112,,,Floyd,Virginia,,office.floydfoodhub@gmail.com,Farmers Market,Feb 15 2018 11:55:01:120AM,Feb 15 2018 11:59:09:000AM
4915312,Fluvanna Farmers Market,1735 Thomas Jefferson Pkwy,,Palmyra,Fluvanna,Virginia,22963,434-295-8361,www.fluvannafarmersmarket.web.com,,Palmyra,Virginia,,fluvannafarmersmarket@gmail.com,Farmers Market,Mar 10 2019 04:27:17:583AM,Mar 10 2019 04:27:17:583AM
4913551,Forest Farmers Market,P.O. Box 2036,,Forest,Bedford,Virginia,24551,4346655475,,,Forest,Virginia,,Forestfarmersmarket221@gmail.com,Farmers Market,Apr 28 2017 08:49:22:150AM,Apr 28 2017 08:49:23:000AM
4915317,Forest Lakes Farmers Market,1650 Ashwood Boulevard,,Charlottesville,Albemarle,Virginia,22911,434-531-2733,,,Charlottesville,Virginia,,forestlakesmarket@gmail.com,Farmers Market,Mar 10 2019 04:27:24:673AM,Mar 10 2019 04:27:24:673AM
4913469,Four Mile Run Farmers & Artisans Market,4109 Mt Vernon Avenue,"The Four Mile Run Farmers & Artisans Market brings fresh, nutritious food to people of all income le",Alexandria,Alexandria,Virginia,22305,8044647861,http://www.4MRMarket.org,,Alexandria,Virginia,,4MRMarket@arlandria.org,Farmers Market,Apr  3 2017 07:45:56:080PM,Apr  3 2017 09:07:30:000PM
3624337,Fredericksburg City Farmers Market,408 Canal St,Hurkamp Park at the corner of William and Prince Edward Streets,Fredericksburg,Fredericksburg,Virginia,22401,5403721086,,,Fredericksburg,Virginia,,marketmanager@fredericksburgva.gov,Farmers Market,Sep 25 2015 05:53:15:553AM,Sep 25 2015 05:56:54:000AM
419915,Freight Station Farmers Market,315 W. Boscawen Street,,Winchester,Winchester,Virginia,22601,3042293457,freightstationfarmersmarket.com/?fbclid=IwAR3-iNaqQAm8VhiY1S1ZgBbCUCP18efTxGnHNuWPAVK-2XZgXEP,,Winchester,Virginia,,mayfairfarm.nowak@gmail.com,Farmers Market,Mar 27 2009 02:22:06:703PM,Apr  9 2020 11:52:33:000AM
4913765,FRESHFARM Ballston,901 North Taylor Street,,Arlington,Arlington,Virginia,22203,2023628889,,,Arlington,Virginia,,,Farmers Market,Jul 31 2017 12:06:17:060PM,Jul 31 2017 12:07:48:000PM
4913763,FRESHFARM Crystal City,1965 Crystal Drive,,Arlington,Arlington,Virginia,22202,2023628889,,,Arlington,Virginia,,,Farmers Market,Jul 31 2017 11:38:56:040AM,Jul 31 2017 12:09:19:000PM
4913764,FRESHFARM Rosslyn,1201 Wilson Blvd,,Arlington,Arlington,Virginia,22209,2023628889,,,Arlington,Virginia,,,Farmers Market,Jul 31 2017 11:47:10:670AM,Jul 31 2017 12:09:39:000PM
419900,Frying Pay Park Farmers Market,2709 W. Ox Road,,Herndon,Fairfax,Virginia,20171,7036420128,www.fairfaxcounty.gov/parks/farm-mkt.htm,,Herndon,Virginia,,,Farmers Market,Mar 27 2009 12:39:42:200PM,May 21 2010 01:20:21:000PM
4916826,Ginseng Mountain Farm & Store,6359 Potomac River Rd.,,Blue Grass,Highland,Virginia,24413,5404745137,ginsengmountain.com,,Blue Grass,Virginia,,ginseng@htcnet.org,"Farmer/Rancher, Farmers Market",Apr 11 2020 02:36:06:120PM,Apr 15 2020 11:30:29:000AM
4916627,Going for Green Farm,Merchants Hope Road,,Prince George,Virginia Beach,Virginia,23875,2762332475,,PO Box 2393,Prince George,Virginia,23875,goingforgreenfarm@gmail.com,"Farmer/Rancher, Farmers Market",Apr  7 2020 04:54:07:957PM,Apr  7 2020 12:17:55:000PM
419914,Goldvein Farmers Market,"Gold Dust Pkwy, Monroe Park",,Goldvein,Fauquier,Virginia,22720,5407525330,,,Goldvein,Virginia,,,Farmers Market,Mar 27 2009 02:06:56:140PM,May 24 2010 08:35:42:000AM
3624102,Goochland Fairground Farmers Market,2650 Fairground Road,,Goochland,Goochland,Virginia,23063,8043149141,rvagriculture.org/goochland-farmers-market/,,Goochland,Virginia,,,Farmers Market,Jul 27 2015 03:18:26:877PM,Feb 19 2020 11:44:44:000AM
4913389,Goochland Farmers Market - Courthouse,1889 Sandy Hook Road,,Goochland,Goochland,Virginia,23063,8043149141,http://www.rvagriculture.org,,Goochland,Virginia,,,Farmers Market,Mar 21 2017 12:07:27:723PM,Feb 19 2020 10:42:46:000AM
4913803,Grandin Village Farmers Market,2080 Westover Ave,,Roanoke,Roanoke City,Virginia,24015,5406321360,,,Roanoke,Virginia,,sam@leapforlocalfood.org,Farmers Market,Aug  9 2017 02:23:47:013PM,Aug  9 2017 02:23:43:000AM
4915311,Greene Farmers Market,40 Celt Road,,Stanardsville,Greene,Virginia,22973,4349856663,www.exploregreene.com/farmersmarket,,Stanardsville,Virginia,,greenefarmersmarket@gmail.com,Farmers Market,Mar 10 2019 04:27:16:233AM,Dec 18 2019 03:28:08:000PM
4916047,GTS Farms,14208 Mountain Rd,,Vernon Hill,Halifax,Virginia,24597,8047671830,https://www.gtsrarms.com,,Vernon Hill,Virginia,,,Farmers Market,Sep  5 2019 10:42:53:763AM,Sep  5 2019 05:48:46:000AM
3623878,GTS Reality Farm,751 Canterbury Dr,,Halifax,Halifax,Virginia,24558,8044475540,http://greenchef12.wix.com/gts-farm,,Halifax,Virginia,,greenchef12@gmail.com,Farmers Market,Jun  8 2015 02:11:23:650PM,Sep  5 2019 05:28:31:000AM
4914213,Hampton Blvd Farmers Market,7400 Hampton Blvd,,Norfolk,Norfolk,Virginia,23505,7579615552,,,Norfolk,Virginia,,hamptonblvdfarmersmarket@gmail.com,Farmers Market,Feb 24 2018 11:06:57:267AM,Feb 24 2018 11:13:50:000AM
3624033,Harrisonburg Farmers Market,228 South Liberty St,PO Box 669,Harrisonburg,Harrisonburg,Virginia,22801,5404763377,www.harrisonburgfarmersmarket.com,,Harrisonburg,Virginia,,hbfarmersmarket@gmail.com,Farmers Market,Jul 13 2015 10:41:05:460AM,Apr  9 2020 11:54:40:000AM
419926,Haymarket Farmers Market,15025 Washington Street,,Haymarket,Prince William,Virginia,20169,7037544816,,,Haymarket,Virginia,,,Farmers Market,Mar 27 2009 03:52:16:500PM,May 24 2010 08:46:42:000AM
3624086,Haymarket Thursday Afternoon Market,16015 John Marshall Hwy,The Farm at Broad Run,Broad Run,Fauquier,Virginia,20137,5037582093,,,Broad Run,Virginia,,haymarkettam@gmail.com,Farmers Market,Jul 23 2015 09:13:22:890AM,Jul 24 2015 08:18:24:000AM
419901,Herndon Farmers Market,777 Lynn Street,,Herndon,Fairfax,Virginia,20170,7036420128,www.fairfaxcounty.gov/parks/farm-mkt.htm,,Herndon,Virginia,,,Farmers Market,Mar 27 2009 12:43:24:463PM,May 21 2010 01:27:16:000PM
4914350,Highland Farmers' Market,61 Highland Center Drive,,Monterey,Highland,Virginia,24465,5404681922,www.thehighlandcenter.org/farmers-market,,Monterey,Virginia,,farmersmarket@htcnet.org,Farmers Market,Apr 25 2018 12:40:47:023PM,Apr  9 2020 11:55:16:000AM
4913854,His Childs bakery,8099 Baxter lane,,Singers Glen,Rockingham,Virginia,22850,5408206614,,,Singers Glen,Virginia,,,Farmers Market,Aug 28 2017 09:03:24:160PM,Apr 19 2018 07:52:25:000AM
3624224,Huguenot-Robious Farmers Market @ The Great Big Greenhouse,2051 Huguenot Road,,Richmond,Richmond City,Virginia,23235,8043201317,,,Richmond,Virginia,,bonnie@greatbiggreenhouse.com,Farmers Market,Aug 31 2015 11:36:18:220AM,Sep  1 2015 10:09:39:000AM
3624767,Ikenberry Orchards,2557 Roanoke Road,P.O. Box 569,Daleville,Botetourt,Virginia,24083,5409922448,www.ikenberryorchards.com/,,Daleville,Virginia,,avaike@ntelos.net,"Buyer, Farmers Market, Food Retailer, Tourism, Wholesaler",Feb  1 2016 10:35:58:710AM,Feb  1 2016 12:58:39:000PM
3624225,Independence Farmers Market,the intersection of HWY 21 and 58,,Independence,Grayson,Virginia,24348,2767680597,,,Independence,Virginia,,independencefarmersmarket@gmail.com,"Eating &amp; Drinking Place, Farmers Market, Tourism",Aug 31 2015 11:36:18:770AM,Mar  8 2016 04:28:36:000PM
3624089,Irvington Farmers Market,P O Box 383,,Irvington,Lancaster,Virginia,22480,8044800697,,,Irvington,Virginia,,irvingtonmarket@yahoo.com,Farmers Market,Jul 23 2015 01:15:29:087PM,Jul 23 2015 01:18:50:000AM
3624072,Jenkins Orchards,355 Yancey Rd,,Sperryville,Rappahannock,Virginia,22749,5409878192,,,Sperryville,Virginia,,jenkinsorchards@gmail.com,"Farmer/Rancher, Farmers Market, Wholesaler",Jul 21 2015 08:34:54:020PM,Jul 25 2015 08:20:28:000PM
3624058,Keenbell Farm,18437 Vontay Rd.,,Rockville,Hanover,Virginia,23146,8047670530,,,Rockville,Virginia,,keenbellfarm@gmail.com,"Farmer/Rancher, Farmers Market, Food Retailer, Processor/Packing Shed, Tourism, Wholesaler",Jul 17 2015 09:03:52:047AM,May  1 2018 07:47:31:000AM
4917201,Kenbridge Farmers Market,533 East Fifth Avenue,,Kenbridge,Lunenburg,Virginia,23944,4346762452,www.kenbridgeva.net,PO Box 478,Kenbridge,Virginia,23944,tonymatthews@kenbridgeva.net,Farmers Market,May 20 2020 12:17:41:837PM,Jun 10 2020 01:47:12:000PM
419902,Kingstowne Farmers Market,5800 Kingstowne Center,,Alexandria,Alexandria,Virginia,22315,7036420128,www.fairfaxcounty.gov/parks/farm-mkt.htm,,Alexandria,Virginia,,,Farmers Market,Mar 27 2009 12:48:03:390PM,May 21 2010 01:48:20:000PM
3624222,"La Milpa,  Mexican Restaurant & Market",6925 Hull Street Rd,,Chesterfield,Chesterfield,Virginia,23224,8042763391,,,Chesterfield,Virginia,,lamilpaonline@gmail.com,"Buyer, Eating &amp; Drinking Place, Farmers Market, Food Retailer",Aug 31 2015 11:05:53:920AM,Aug 31 2015 11:10:53:000AM
3624044,Le Gateau de Leveque,14703 Corner Post Pl,,Haymarket,Prince William,Virginia,20169,5714226467,,,Haymarket,Virginia,,yrleveque@hotmail.com,Farmers Market,Jul 15 2015 09:50:50:520AM,Jul 15 2015 09:50:50:520AM
3624083,Leesburg Saturday Market,Virginia Village Shopping Center,Catoctin Circle SE,Leesburg,Loudoun,Virginia,20175,5404548089,http://www.loudounfarmersmarkets.org,,Leesburg,Virginia,,,Farmers Market,Jul 23 2015 08:56:13:970AM,Apr  1 2020 01:10:49:000PM
4915547,Leesburg Saturday Market (Year-round),Catoctin Circle SE,,Leesburg,Loudoun,Virginia,20175,540-454-8089,loudounfarmersmarkets.org,,Leesburg,Virginia,,rowens.lvhmc@yahoo.com,Farmers Market,Mar 10 2019 04:33:21:780AM,Mar 10 2019 04:33:21:780AM
3624084,Leesburg Wednesday Market,Virginia Village Shopping Center,Catoctin Circle SE,Leesburg,Loudoun,Virginia,20175,5404548089,,,Leesburg,Virginia,,,Farmers Market,Jul 23 2015 09:00:28:900AM,Apr  1 2020 01:10:49:000PM
4916802,Lexington Farmers Market,"Lexington Presbyterian Church, 120 S Main St.",,Lexington,Rockbridge,Virginia,24450,5404602516,lexvafm.wixsite.com/2018,,Lexington,Virginia,,mitch@paradoxfarm.org,Farmers Market,Apr 11 2020 02:35:41:247PM,Apr 15 2020 03:27:49:000PM
