County;Name;Address;Phone number;Website;Info;;;;;;;;;;;;;;;;;;;;;
Loudon;;;;;;;;;;;;;;;;;;;;;;;;;;
;New Jerusalem Lutheran Church Western Loudoun Food Pantry ;12942 Lutheran Church Road Lovettsville, VA 20180;540-822-5576 f;NA;Please call 540-822-5576 for assistance.;;;;;;;;;;;;;;;;;;;;;
;Department of Family Services;Shenandoah Building 102 Heritage Way NE, Suite 103 Leesburg, VA 20177;703-777-0353; https://www.loudoun.gov/dfs;Hours: Monday – Friday, 8:30 am - 5:00 pm Provides nutritional and financial assistance to low income families.;;;;;;;;;;;;;;;;;;;;;
;WIC Supplemental Food Program;45201 Research Place Suite 120 Ashburn, VA 20147;703-777-0239;https://www.loudoun.gov/index.aspx?NID=1578;Mon, Tues & Thurs 8:00 a.m. - 4:30 p.m. Wednesday 8:00 a.m. - 6:00 p.m. Friday  8:00 a.m. - 3:00 p.m.        ;;;;;;;;;;;;;;;;;;;;;
;WIC Supplemental Food Program;163 Fort Evans Road NE Suite 110 Leesburg, VA 20176;703-777-0239;https://www.loudoun.gov/index.aspx?NID=1578;Mon, Wed & Thurs 8:00 a.m. - 4:30 p.m. Tuesday 8:00 a.m. - 6:00 p.m. Friday 8:00 a.m. - 3:00 p.m.;;;;;;;;;;;;;;;;;;;;;
;WIC Supplemental Food Program;22330 S. Sterling Blvd A117 Sterling, VA 20164;703-777-0239;https://www.loudoun.gov/index.aspx?NID=1578;1st Friday of every month 9:00 a.m. - 2:00 p.m.;;;;;;;;;;;;;;;;;;;;;
;Salvation Army Mobile Canteen;300 Enterprise St. (Big Lots parking lot), Sterling, VA 20146;703-771-3371;NA;Hot meal Saturday Evening at 3:45 – 4:30 pm;;;;;;;;;;;;;;;;;;;;;
;Salvation Army Mobile Canteen;102 Heritage Way NE (Shenandoah Building parking lot), Leesburg, VA 20175;maybe 703-771-3371;NA;Hot Meal Saturday Evening at 5:15 – 6:00pm;;;;;;;;;;;;;;;;;;;;;
;Tree Of Life Center -  Community Kitchen Leesburg;850 Edwards Ferry Rd NE, Leesburg, VA 20176.;na;http://www.tolministries.org/food-leesburg.html;Free dinner every Tuesday 6:00 - 7:00 pm Bring the entire family. Free English class after dinner!;;;;;;;;;;;;;;;;;;;;;
Fairfax County;;;;;;;;;;;;;;;;;;;;;;;;;;
;Cornerstones (formerly Reston Interfaith);11484 Washington Plaza West, #120, Reston, VA 20190;571- 323-1400 or 703-323-1410;http://www.cornerstonesva.org/services/food-financial-or- urgent-assistance/foods-and-basic-needs/;"Pantry hours: Monday-Thursday 8:30 am - 4:30pm; Friday 8:30am - 1:30pm; 1st Saturday 9:00am - 1:00pm. MUST ARRIVE 15 MINUTES BEFORE CLOSING. Eligible Reston or Herndon residents may receive assistance by presenting a photo ID, a piece of mail from the last 30 days and their SNAP card.";;;;;;;;;;;;;;;;;;;;;
;Saint Leo the Great Catholic Church - Society of St. Vincent de Paul;3700 Old Lee Highway, Fairfax, VA 22030;General Line: 703-273-5369 Assistance Line: 703-352-2324;http://stleofairfax.com/ministries-groups/st-vincent-de-paul- society/;You need to call assistance line prior to food distribution Generally, pantry distribution hours are Saturday, following the third Wednesday of the month. * Pantry Distribution: 9:00 a.m. – 11:45 a.m. *Holiday program baskets are in affect for the month of Thanksgiving, Christmas and Easter. No regular general distribution hours.;;;;;;;;;;;;;;;;;;;;;
;Food for Others;2938 Prosperity Ave., Fairfax, VA 22031;703-207-9173;http://www.foodforothers.org/ ;Pantry hours: Monday - Friday from 9:30am to 5:00pm. See website for referral requirements;;;;;;;;;;;;;;;;;;;;;
;Our Lady of Good Counsel Catholic Church - Society of St. Vincent de Paul;8601 Wolftrap Road, Vienna, VA 22182 ;703-938-3210;https://www.olgcva.org/outreach/svdp ;"Call the Help Line if you may be in need of food; emergency financial assistance; disaster relief and services to victims; rent/mortgage assistance";;;;;;;;;;;;;;;;;;;;;
;Culmore United Methodist - Grace Ministry;5901 Leesburg Pike, Falls Church, VA 22041;703-220-5907;http://www.graceministriesumc.org/html/locations.html#firstfri;1st Friday Doors open at 4:30pm. Distribution is from 5:00pm – 7:00pm;;;;;;;;;;;;;;;;;;;;;
;Culmore United Methodist Church;3400 Charles St., Falls Church, VA 22041 703-820-5131;703-820-5131;http://www.graceministriesumc.org/html/locations.html#firstfri;Distribution starts at 10:30am until around 12 noon;;;;;;;;;;;;;;;;;;;;;
;St. Timothy's Catholic Church;13807 Poplar Tree Road, Chantilly, VA 20151;800-873-0613 ;http://sttimothyparish.org/ ;"Society of St. Vincent de Paul Pantry hours: 3rd Saturday of the month from 10:30am - 12:00pm; Requires residence within the parish boundaries in Chantilly or Centreville and proof of current address must be provided.";;;;;;;;;;;;;;;;;;;;;
;Open Door Presbyterian Church;3001 Centreville Road, Herndon, VA 20171;703-318-8970;http://odpcec.org/ ;Pantry hours: 3rd Saturday of every month in the Fellowship Hall from 8:00am - 11:00am. Free food and diapers.;;;;;;;;;;;;;;;;;;;;;
;Floris United Methodist Church - Grace Ministry;13600 Frying Pan Road, Herndon, VA 20171;703-793-0026 ;http://www.graceministriesumc.org/html/locations.html#firsts ;Pantry Hours: 1st Saturday of every month. Doors open at 7:30am • Distribution is from 8:00am - 9:00am Health Screening is from 7:30am - 9:00am;;;;;;;;;;;;;;;;;;;;;
;Centreville United Methodist - Grace Ministry;6400 Old Centreville Road, Centreville, VA 20121;703-830-2684;http://www.graceministriesumc.org/html/locations.html#firsts ;"Pantry hours: 2nd Saturday of every month; Doors open at 7:00am; Health screening is from 7:00am - 9:00am; Food distribution is from 8:00am - 10:30am.";;;;;;;;;;;;;;;;;;;;;
;Western Fairfax Christian Ministries;4511 Daly Dr. Suite J, Chantilly, VA 20151;703-988-9656;http://www.wfcmva.org/food-pantry;Call between 9:00am and 3:00pm to schedule an appointment in English or in Spanish. Residents of: Centreville, Clifton, Chantilly, Fairfax Station and Fair Oaks are eligible for assistance. Visitors may shop once per month.;;;;;;;;;;;;;;;;;;;;;
;St. Stephens United Methodist - Grace Ministry;9203 Braddock Road, Burke, VA 22015;703-978-8724;http://www.graceministriesumc.org/html/locations.html#fourt hsat;"Pantry hours: 4th Saturday of every month; doors open at 7:00am; Health screening is from 7:30am - 9:30am; Food distribution begins at 7:30am.";;;;;;;;;;;;;;;;;;;;;
;FAITH - Helping Hands Ministry;795 Center Street, Unit 2, Herndon, VA 20170;571-323-2198;http://www.faithus.org/;This program serves individuals that are food unstable and are unable to provide groceries for their families. Clients that are accepted into the program receive groceries once every 3 months.;;;;;;;;;;;;;;;;;;;;;
Prince William County;;;;;;;;;;;;;;;;;;;;;;;;;;
;Bull Run Unitarian Universalist Church;9350 Main St., Manassas, VA 20110;703-361-6269;http://www.bruu.org/?p=204;"Pantry hours: 2nd and 4th Tuesdays, from 9:30am-2:30pm; USDA on the 2nd Friday from 12:00pm - 2:00pm (Eligibility for this food requires that a form be filled out and signed by each client. For this food, there is a financial qualification scale. USDA food is also allotted according to family size.)";;;;;;;;;;;;;;;;;;;;;
;Haymarket Regional Food Pantry;14740 Washington Street, Haymarket, VA 20168;703-754-5990;http://haymarketfoodpantry.org/get-help/;Pantry hours: Tuesdays and Thursdays from 6:00 - 8:00pm, and Saturdays from 9:00 AM – 12:00 PM. Clients may visit once a week. The HRFP 2018 Service Area includes the Virginia zip codes in the following range: between 20105-22124 and between 22643-22742. ID's or some documentation with address is needed when registering for the first time. We also close on holidays, Haymarket Day and when prince William county schools are closed for snow days.;;;;;;;;;;;;;;;;;;;;;
;ACTS Food Pantry;3900 ACTS Lane, Dumfries, VA 22026;703-221-3186;http://actspwc.org/;Pantry Hours: Mondays & Thursdays: 9am - 11:30am, 1pm - 3pm. Tuesdays: 1pm -3:30pm, 5pm - 630pm. Fridays: 9am - 11:30am, Closed Wednesdays. Serves residents of eastern Prince William County: Dumfries (22025, 22026), Triangle (22172), Quantico (22134), Woodbridge (22191, 22192, 22193) and Occoquan (22125).;;;;;;;;;;;;;;;;;;;;;
;Grace Church Bag of Hope Food Pantry;17889 Fraley Blvd, Rt.1 North Dumfries, VA 22026;703-445-1299;https://gracechurchva.nm-secure.com/bagofhope ;Pantry hours: Every Wednesday 6:00 - 7:00pm.;;;;;;;;;;;;;;;;;;;;;
Arlington, Alexandria County;;;;;;;;;;;;;;;;;;;;;;;;;;
;The Koinonia Foundation, Inc.;6037 Franconia Road, Alexandria, VA 22310 (On the grounds of Franconia United Methodist Church);703-971-1991;http://www.koinoniacares.org/contact-us.html;"Pantry hours: Monday, Tuesday, Wednesday, Friday 9:00 am - 12:30pm; Thursday 9:00 am - 5:00 pm; 2nd Saturday of each month 9:00am - 12:30pm Serve only the Kingstowne and Franconia areas of Fairfax County.";;;;;;;;;;;;;;;;;;;;;
;Saint Mary's Catholic Church - Society of St. Vincent de Paul;310 South Royal Street, Alexandria, VA 22314;703-836-1724;na;"Call the Help Line to receive food vouchers; emergency financial assistance; disaster relief and services to victims; rent/mortgage assistance.";;;;;;;;;;;;;;;;;;;;;
;Arlington Food Assistance Center;2708 S. Nelson St;703-845-8486;https://www.afac.org/get-food/;Mon to Fri: 10:00 AM – 12:00 PM Tues & Thurs evenings: 7:00 – 8:00 PM Sat morning: 9:00 – 11:00 AM Requires residence in Arlington county and proof of current address. A referral from a social service agency, school or church is required to receive food on a continuing basis. Visitors without a referral can only receive food once.;;;;;;;;;;;;;;;;;;;;;
;Gunston Community Center:;2700 S. Lang St;703-845-8487;https://www.afac.org/get-food/;Thurs evening: 7:00 – 8:00 PM Requires residence in Arlington county and proof of current address. A referral from a social service agency, school or church is required to receive food on a continuing basis. Visitors without a referral can only receive food once.;;;;;;;;;;;;;;;;;;;;;
;Clarendon United Methodist Church;606 N. Irving St, lower level;703-845-8488;https://www.afac.org/get-food/;Satur morning: 9:30 – 10:30 AM Requires residence in Arlington county and proof of current address. A referral from a social service agency, school or church is required to receive food on a continuing basis. Visitors without a referral can only receive food once.;;;;;;;;;;;;;;;;;;;;;
;Mount Olivet United Methodist - Grace Ministry;1500 North Glebe Road, Arlington, VA 22207;703-527-3934 ;http://www.graceministriesumc.org/html/locations.html#thirdsat ;Various hours. Please see their website for full details.;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
