STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
51,001,090100,2941,+37.928224,-075.371042
51,001,090200,6156,+37.949278,-075.496086
51,001,090300,2335,+37.876477,-075.627092
51,001,090400,6234,+37.775832,-075.616493
51,001,090500,2849,+37.775138,-075.667208
51,001,090600,4401,+37.734024,-075.793103
51,001,090700,4907,+37.638642,-075.783110
51,001,090800,3336,+37.590935,-075.768180
51,001,980100,0,+37.969556,-075.291179
51,001,980200,5,+37.838676,-075.511890
51,001,990100,0,+37.595224,-075.541242
51,001,990200,0,+37.731332,-076.047814
51,003,010100,5190,+38.166697,-078.597100
51,003,010201,4664,+38.167012,-078.428647
51,003,010202,3077,+38.122152,-078.506041
51,003,010300,8098,+38.118587,-078.436220
51,003,010401,4331,+38.075959,-078.344312
51,003,010402,3314,+37.991094,-078.383346
51,003,010500,4543,+38.039150,-078.439272
51,003,010601,5817,+38.079393,-078.465926
51,003,010602,2697,+38.060750,-078.458577
51,003,010700,6145,+38.075820,-078.490107
51,003,010800,5325,+38.068009,-078.505347
51,003,010901,1900,+38.049207,-078.514712
51,003,010902,3191,+38.035397,-078.518432
51,003,010903,2613,+38.037263,-078.507845
51,003,011000,6292,+38.060839,-078.586792
51,003,011100,7024,+38.065447,-078.694546
51,003,011201,4092,+38.010055,-078.732341
51,003,011202,3413,+37.984358,-078.583758
51,003,011301,5390,+37.932830,-078.488096
51,003,011302,3765,+38.006108,-078.521553
51,003,011303,3738,+38.003313,-078.496680
51,003,011400,4351,+37.826608,-078.592379
51,005,070100,3959,+37.819756,-079.821324
51,005,080100,3362,+37.814748,-079.794686
51,005,080201,2842,+37.830411,-079.959107
51,005,080202,2629,+37.724442,-080.014647
51,005,080301,1905,+37.849131,-080.048652
51,005,080302,1553,+37.735296,-080.151245
51,007,930100,6913,+37.381948,-078.023750
51,007,930200,5777,+37.293495,-077.921148
51,009,010100,5288,+37.641422,-079.120116
51,009,010200,7238,+37.568385,-079.053133
51,009,010300,3477,+37.508768,-079.177881
51,009,010401,3375,+37.498145,-079.100566
51,009,010402,3033,+37.475060,-079.109930
51,009,010502,823,+37.413449,-079.121321
51,009,010503,2323,+37.436959,-079.130207
51,009,010504,4038,+37.445197,-079.104729
51,009,010600,2758,+37.452842,-079.067728
51,011,040100,6450,+37.351001,-078.847490
51,011,040200,4202,+37.429960,-078.888658
51,011,040300,4321,+37.305254,-078.760647
51,013,100100,4672,+38.895731,-077.156852
51,013,100200,6019,+38.903092,-077.141689
51,013,100300,6213,+38.916061,-077.129011
51,013,100400,3502,+38.910565,-077.107204
51,013,100500,4305,+38.900946,-077.112961
51,013,100600,3076,+38.894588,-077.109468
51,013,100700,5149,+38.892601,-077.119837
51,013,100800,1525,+38.894345,-077.127570
51,013,100900,4092,+38.886046,-077.132936
51,013,101000,3078,+38.888614,-077.140865
51,013,101100,5159,+38.885612,-077.152856
51,013,101200,3537,+38.873444,-077.139657
51,013,101300,6091,+38.874259,-077.122070
51,013,101401,1225,+38.882423,-077.117278
51,013,101402,2712,+38.884466,-077.112481
51,013,101403,5609,+38.881427,-077.110274
51,013,101404,4255,+38.882054,-077.105395
51,013,101500,7101,+38.892873,-077.094019
51,013,101601,1313,+38.899087,-077.080175
51,013,101602,1580,+38.894397,-077.083797
51,013,101603,3526,+38.896103,-077.076262
51,013,101701,4166,+38.889796,-077.081853
51,013,101702,4965,+38.892748,-077.073440
51,013,101703,2324,+38.889062,-077.074761
51,013,101801,2662,+38.885794,-077.092859
51,013,101802,6072,+38.887722,-077.086460
51,013,101803,3882,+38.879269,-077.087956
51,013,101900,2755,+38.879188,-077.097751
51,013,102001,2248,+38.875348,-077.110621
51,013,102002,1334,+38.878587,-077.105156
51,013,102003,4370,+38.872310,-077.107179
51,013,102100,2266,+38.863166,-077.125296
51,013,102200,7575,+38.856837,-077.118104
51,013,102301,1464,+38.866087,-077.105597
51,013,102302,3913,+38.860435,-077.104108
51,013,102400,3519,+38.870141,-077.088622
51,013,102500,4173,+38.865871,-077.082851
51,013,102600,3179,+38.856598,-077.094660
51,013,102701,3383,+38.855967,-077.102408
51,013,102702,1764,+38.850930,-077.098367
51,013,102801,6390,+38.852459,-077.111430
51,013,102802,1234,+38.845594,-077.104470
51,013,102901,2740,+38.840148,-077.100363
51,013,102902,4461,+38.840515,-077.092276
51,013,103000,3093,+38.832782,-077.089207
51,013,103100,5198,+38.850088,-077.085773
51,013,103200,5306,+38.860942,-077.082842
51,013,103300,2237,+38.862581,-077.074653
51,013,103401,646,+38.878795,-077.081669
51,013,103402,5231,+38.852874,-077.050812
51,013,103501,3456,+38.862913,-077.065034
51,013,103502,3350,+38.861248,-077.059103
51,013,103503,4109,+38.860355,-077.053688
51,013,103601,2458,+38.853820,-077.059524
51,013,103602,1210,+38.855611,-077.054327
51,013,103700,2416,+38.850885,-077.064079
51,013,103800,4333,+38.846690,-077.073659
51,013,980100,2,+38.876887,-077.067648
51,013,980200,4,+38.845799,-077.049771
51,015,070100,3968,+38.109318,-079.361600
51,015,070200,3754,+38.322864,-079.094371
51,015,070300,6088,+38.275897,-078.947547
51,015,070400,5307,+38.195886,-078.849025
51,015,070500,5240,+38.118106,-078.857964
51,015,070600,9218,+38.107657,-078.969977
51,015,070700,6689,+38.199546,-079.004643
51,015,070800,6266,+38.204550,-079.168577
51,015,070900,4936,+38.099020,-079.099407
51,015,071000,5939,+37.995330,-079.173715
51,015,071101,4630,+38.046893,-079.018923
51,015,071102,5735,+38.010853,-079.043810
51,015,071200,5980,+38.018237,-078.961970
51,017,920100,4731,+38.017866,-079.764614
51,019,030101,6639,+37.433235,-079.274312
51,019,030103,5219,+37.385062,-079.277831
51,019,030104,4374,+37.347965,-079.275806
51,019,030201,8061,+37.345933,-079.341222
51,019,030202,5592,+37.244585,-079.404804
51,019,030300,3739,+37.466411,-079.447497
51,019,030401,2905,+37.375743,-079.553860
51,019,030402,6790,+37.311560,-079.544795
51,019,030501,4075,+37.196173,-079.583776
51,019,030503,2410,+37.091517,-079.585313
51,019,030504,3018,+37.168164,-079.658936
51,019,030601,3502,+37.222048,-079.730208
51,019,030602,3668,+37.252136,-079.814212
51,019,030603,2685,+37.283394,-079.773830
51,019,030604,2688,+37.304928,-079.718812
51,019,030605,3311,+37.386701,-079.718963
51,021,040100,3901,+37.167536,-081.004178
51,021,040200,2923,+37.128290,-081.202969
51,023,040100,3498,+37.651592,-079.816653
51,023,040200,4294,+37.523937,-079.706261
51,023,040301,2954,+37.498102,-079.858550
51,023,040302,7567,+37.441804,-079.929692
51,023,040401,2201,+37.429040,-079.846277
51,023,040402,4898,+37.361664,-079.898607
51,023,040501,6330,+37.364322,-079.844234
51,023,040502,1406,+37.350058,-079.820147
51,025,930100,3663,+36.891363,-077.870306
51,025,930201,2321,+36.794669,-077.805713
51,025,930202,1715,+36.779782,-077.819858
51,025,930203,4378,+36.758244,-077.833936
51,025,930300,5357,+36.639842,-077.912951
51,027,010100,5163,+37.345696,-082.039189
51,027,010200,3137,+37.386866,-082.124769
51,027,010300,3286,+37.258090,-082.184192
51,027,010400,2344,+37.278443,-082.027556
51,027,010500,1516,+37.258058,-081.851562
51,027,010600,4623,+37.198657,-081.989433
51,027,010700,4029,+37.138022,-082.106169
51,029,930101,3945,+37.686637,-078.549890
51,029,930102,3077,+37.650500,-078.345079
51,029,930201,5669,+37.534675,-078.445271
51,029,930202,4455,+37.502645,-078.568718
51,031,020101,5864,+37.346584,-079.054237
51,031,020102,4727,+37.271537,-079.026655
51,031,020200,4979,+37.319252,-079.159996
51,031,020300,3857,+37.342450,-079.252894
51,031,020401,5304,+37.327688,-079.233044
51,031,020402,2915,+37.323803,-079.265247
51,031,020403,5425,+37.288215,-079.271710
51,031,020500,7163,+37.247018,-079.180733
51,031,020600,3913,+37.154517,-079.276079
51,031,020700,3452,+37.120069,-079.290913
51,031,020800,3413,+37.145072,-079.079497
51,031,020900,3830,+37.102098,-078.933307
51,033,030100,3966,+38.147177,-077.338853
51,033,030201,2565,+37.942257,-077.406203
51,033,030202,1915,+37.980891,-077.223825
51,033,030300,3170,+38.039940,-077.348405
51,033,030400,1899,+38.073936,-077.504146
51,033,030500,11752,+38.001961,-077.529854
51,033,030600,3278,+37.864693,-077.384793
51,035,080100,3695,+36.822171,-080.715295
51,035,080200,4962,+36.759171,-080.784099
51,035,080300,4925,+36.752516,-080.911246
51,035,080400,5322,+36.677324,-080.827250
51,035,080500,4767,+36.724499,-080.615874
51,035,080601,2017,+36.612101,-080.821608
51,035,080602,4354,+36.600055,-080.671292
51,036,600100,2726,+37.398971,-077.182344
51,036,600200,2338,+37.397154,-077.107937
51,036,600300,2192,+37.344347,-076.997061
51,037,930100,6032,+37.086326,-078.593137
51,037,930200,2888,+37.050143,-078.753414
51,037,930300,3666,+36.878771,-078.596375
51,041,100106,3010,+37.517095,-077.550147
51,041,100107,2240,+37.505834,-077.537412
51,041,100205,7278,+37.461823,-077.508597
51,041,100206,6231,+37.454967,-077.530542
51,041,100208,2584,+37.459961,-077.570507
51,041,100209,6269,+37.477368,-077.544813
51,041,100210,1637,+37.485117,-077.523800
51,041,100300,2457,+37.454692,-077.450584
51,041,100403,5509,+37.361326,-077.362710
51,041,100404,2384,+37.430267,-077.436068
51,041,100405,2352,+37.439104,-077.446674
51,041,100406,1272,+37.422521,-077.442450
51,041,100407,3299,+37.393636,-077.436085
51,041,100409,6369,+37.370737,-077.433246
51,041,100410,2188,+37.359449,-077.453376
51,041,100505,5040,+37.346310,-077.434110
51,041,100506,6599,+37.331141,-077.419877
51,041,100507,5834,+37.312605,-077.440619
51,041,100508,5041,+37.307188,-077.419436
51,041,100509,6578,+37.331730,-077.367588
51,041,100510,3242,+37.326454,-077.328459
51,041,100600,3893,+37.238997,-077.420733
51,041,100701,5674,+37.242871,-077.444632
51,041,100702,2011,+37.253482,-077.462192
51,041,100703,7369,+37.272595,-077.558698
51,041,100804,4498,+37.450018,-077.466323
51,041,100805,5053,+37.429659,-077.481448
51,041,100806,3909,+37.435317,-077.462788
51,041,100807,1510,+37.421494,-077.464419
51,041,100812,5807,+37.433491,-077.564601
51,041,100814,3524,+37.405744,-077.493109
51,041,100815,3970,+37.403592,-077.471499
51,041,100816,4636,+37.386170,-077.472530
51,041,100817,3530,+37.380867,-077.499312
51,041,100818,3770,+37.431289,-077.539902
51,041,100819,6273,+37.438781,-077.508793
51,041,100820,2580,+37.421750,-077.512127
51,041,100821,4673,+37.361448,-077.566169
51,041,100822,5084,+37.337327,-077.511212
51,041,100823,5075,+37.364458,-077.480763
51,041,100902,3804,+37.530500,-077.570843
51,041,100907,2694,+37.505593,-077.565617
51,041,100910,5351,+37.476089,-077.583579
51,041,100912,6268,+37.436522,-077.650825
51,041,100915,4084,+37.510977,-077.630969
51,041,100919,6332,+37.450412,-077.606823
51,041,100920,813,+37.514826,-077.602083
51,041,100921,6365,+37.519741,-077.586658
51,041,100922,5164,+37.495305,-077.582540
51,041,100923,2782,+37.485949,-077.559984
51,041,100924,4354,+37.521594,-077.676903
51,041,100926,6063,+37.542842,-077.623379
51,041,100927,7324,+37.456561,-077.674271
51,041,100928,5077,+37.485131,-077.668172
51,041,100929,6206,+37.480809,-077.644363
51,041,100930,3508,+37.488262,-077.634620
51,041,100931,5383,+37.484581,-077.614842
51,041,100932,3508,+37.468650,-077.613170
51,041,100933,2720,+37.419855,-077.616384
51,041,100934,6316,+37.426690,-077.596238
51,041,100935,3720,+37.538507,-077.660429
51,041,100936,3873,+37.521515,-077.640130
51,041,101003,4515,+37.429247,-077.736964
51,041,101004,4727,+37.343921,-077.689701
51,041,101007,6264,+37.419454,-077.674372
51,041,101008,4146,+37.415283,-077.696790
51,041,101009,5841,+37.389772,-077.696264
51,041,101010,7077,+37.374919,-077.654210
51,041,101011,3200,+37.392952,-077.653780
51,041,101012,5216,+37.407073,-077.641454
51,041,101013,3289,+37.394471,-077.621978
51,043,010100,8318,+39.161915,-077.981875
51,043,010200,3055,+39.085369,-078.059900
51,043,010300,2661,+39.079824,-077.925077
51,045,050100,5190,+37.476038,-080.174522
51,047,930101,4043,+38.527924,-078.009318
51,047,930102,8301,+38.626014,-077.952669
51,047,930201,7174,+38.476399,-078.018506
51,047,930202,5820,+38.509065,-078.096688
51,047,930300,6532,+38.487274,-077.982273
51,047,930400,4787,+38.457461,-077.870098
51,047,930501,5227,+38.404613,-078.053970
51,047,930502,4805,+38.448011,-078.002943
51,049,930100,6516,+37.529158,-078.206802
51,049,930200,3536,+37.398652,-078.350210
51,051,040100,4459,+37.201225,-082.296098
51,051,040200,2895,+37.180399,-082.461288
51,051,040300,5393,+37.127700,-082.433347
51,051,040400,3156,+37.047553,-082.329195
51,053,840100,5720,+37.033548,-077.704172
51,053,840200,4309,+37.196632,-077.606387
51,053,840300,6476,+37.209437,-077.484913
51,053,840400,1079,+37.212600,-077.459828
51,053,840500,3578,+37.162189,-077.472658
51,053,840600,6839,+37.084452,-077.544765
51,053,980100,0,+37.054014,-077.880389
51,057,950600,3865,+37.969816,-076.999794
51,057,950700,4161,+37.916255,-076.876600
51,057,950800,3125,+37.832231,-076.827496
51,059,415100,3411,+38.778484,-077.069797
51,059,415200,3107,+38.774108,-077.056931
51,059,415300,3763,+38.766586,-077.071165
51,059,415401,5135,+38.756994,-077.077912
51,059,415402,2691,+38.750201,-077.072250
51,059,415500,5806,+38.738860,-077.071522
51,059,415600,2640,+38.748619,-077.052410
51,059,415700,3821,+38.723778,-077.052585
51,059,415800,4752,+38.723823,-077.068261
51,059,415900,3160,+38.725066,-077.089160
51,059,416000,5522,+38.725225,-077.105491
51,059,416100,3734,+38.708475,-077.112284
51,059,416200,5280,+38.696962,-077.135475
51,059,416300,2005,+38.657766,-077.187118
51,059,420100,4158,+38.784206,-077.167683
51,059,420201,3672,+38.786570,-077.146322
51,059,420202,1941,+38.792240,-077.140014
51,059,420203,2637,+38.790971,-077.127906
51,059,420300,5814,+38.796018,-077.103407
51,059,420400,2958,+38.793905,-077.065278
51,059,420501,1578,+38.789252,-077.070814
51,059,420502,1700,+38.790906,-077.068718
51,059,420503,2506,+38.789844,-077.074423
51,059,420600,4334,+38.786542,-077.081894
51,059,420700,4095,+38.785774,-077.105850
51,059,420800,3661,+38.779154,-077.096511
51,059,421001,2663,+38.773042,-077.156152
51,059,421002,4947,+38.766319,-077.172547
51,059,421101,5683,+38.752697,-077.170244
51,059,421102,3296,+38.756666,-077.155687
51,059,421103,5261,+38.737919,-077.170637
51,059,421200,1926,+38.749221,-077.134619
51,059,421300,3690,+38.764451,-077.104158
51,059,421400,7158,+38.766301,-077.088980
51,059,421500,7001,+38.746858,-077.090170
51,059,421600,6342,+38.740108,-077.097693
51,059,421701,4546,+38.732169,-077.108864
51,059,421702,4054,+38.739329,-077.113124
51,059,421800,5862,+38.723558,-077.125754
51,059,421900,2216,+38.720647,-077.141535
51,059,422000,3439,+38.714584,-077.195072
51,059,422101,6674,+38.710534,-077.208797
51,059,422102,6101,+38.697912,-077.215145
51,059,422201,3394,+38.717691,-077.231527
51,059,422202,5518,+38.703784,-077.229679
51,059,422301,3085,+38.779963,-077.128008
51,059,422302,5572,+38.770915,-077.146444
51,059,422401,2475,+38.762169,-077.145464
51,059,422402,4805,+38.763308,-077.135632
51,059,422403,2695,+38.768212,-077.124747
51,059,430101,4569,+38.810456,-077.317302
51,059,430102,2939,+38.802699,-077.302481
51,059,430201,4176,+38.806852,-077.295893
51,059,430202,5048,+38.816489,-077.285782
51,059,430203,2691,+38.819247,-077.299896
51,059,430400,6799,+38.803851,-077.235638
51,059,430500,1690,+38.796000,-077.209287
51,059,430600,7048,+38.788550,-077.189473
51,059,430700,2729,+38.785959,-077.199977
51,059,430801,4452,+38.783201,-077.223657
51,059,430802,4197,+38.791057,-077.230485
51,059,430901,4203,+38.783548,-077.244494
51,059,430902,3399,+38.790339,-077.259567
51,059,431001,4914,+38.781327,-077.266678
51,059,431002,2192,+38.776776,-077.255104
51,059,431300,4234,+38.766504,-077.245500
51,059,431400,4283,+38.767850,-077.230151
51,059,431500,5325,+38.767923,-077.217528
51,059,431600,8219,+38.767899,-077.195626
51,059,431801,4061,+38.801350,-077.275902
51,059,431802,3216,+38.809397,-077.269621
51,059,431900,3187,+38.799435,-077.257629
51,059,432000,3430,+38.795548,-077.318549
51,059,432100,3518,+38.789779,-077.307889
51,059,432201,2536,+38.791929,-077.298574
51,059,432202,4535,+38.791061,-077.286386
51,059,432300,4997,+38.781372,-077.290272
51,059,432401,3539,+38.767032,-077.278568
51,059,432402,4932,+38.764699,-077.266559
51,059,432500,5417,+38.755906,-077.251965
51,059,432600,4783,+38.747827,-077.233437
51,059,432701,3210,+38.747972,-077.219062
51,059,432702,4325,+38.733356,-077.214112
51,059,432800,2241,+38.730698,-077.206049
51,059,440100,7135,+38.850754,-077.260512
51,059,440201,2233,+38.871483,-077.223374
51,059,440202,5815,+38.857170,-077.233063
51,059,440300,2665,+38.844234,-077.230017
51,059,440501,4942,+38.828024,-077.274563
51,059,440502,7906,+38.832664,-077.304513
51,059,440600,2846,+38.840606,-077.329320
51,059,440701,2901,+38.814543,-077.254858
51,059,440702,5151,+38.821767,-077.244585
51,059,440800,5874,+38.830339,-077.247543
51,059,450100,5442,+38.872295,-077.206306
51,059,450200,4608,+38.869982,-077.193962
51,059,450300,4806,+38.874073,-077.174981
51,059,450400,2631,+38.862627,-077.169864
51,059,450500,3016,+38.863898,-077.181555
51,059,450601,4023,+38.856480,-077.204010
51,059,450602,4639,+38.863533,-077.198230
51,059,450701,2779,+38.844075,-077.214111
51,059,450702,4399,+38.835783,-077.202703
51,059,450800,3321,+38.840828,-077.194138
51,059,450900,1688,+38.852245,-077.185078
51,059,451000,2711,+38.842051,-077.182153
51,059,451100,2307,+38.841376,-077.160553
51,059,451200,1699,+38.850919,-077.162429
51,059,451300,2397,+38.862122,-077.154894
51,059,451400,3218,+38.871367,-077.147221
51,059,451501,6037,+38.864102,-077.143782
51,059,451502,4288,+38.851498,-077.123755
51,059,451601,6047,+38.851735,-077.139902
51,059,451602,2803,+38.855911,-077.147200
51,059,451800,3395,+38.833222,-077.145502
51,059,451900,6215,+38.824554,-077.153802
51,059,452000,2831,+38.832283,-077.175559
51,059,452101,4864,+38.822252,-077.180425
51,059,452102,3149,+38.821999,-077.196140
51,059,452200,6767,+38.824539,-077.207766
51,059,452301,3659,+38.829483,-077.214816
51,059,452302,4882,+38.822215,-077.218146
51,059,452400,7093,+38.804166,-077.196515
51,059,452501,3873,+38.809400,-077.170064
51,059,452502,5130,+38.815147,-077.148198
51,059,452600,6116,+38.802296,-077.153670
51,059,452700,5539,+38.843409,-077.135204
51,059,452801,5185,+38.843185,-077.122461
51,059,452802,2936,+38.842758,-077.115605
51,059,460100,4286,+38.947122,-077.271718
51,059,460200,3973,+38.925414,-077.286772
51,059,460300,2830,+38.919398,-077.272523
51,059,460400,4882,+38.924072,-077.250674
51,059,460501,2599,+38.909795,-077.236618
51,059,460502,6708,+38.901692,-077.226209
51,059,460600,3849,+38.888016,-077.234671
51,059,460701,3528,+38.885330,-077.251496
51,059,460702,4294,+38.892026,-077.263590
51,059,460800,3034,+38.901378,-077.251928
51,059,460900,2387,+38.912860,-077.259034
51,059,461000,2444,+38.902754,-077.275192
51,059,461100,7336,+38.896062,-077.289379
51,059,461201,4424,+38.888226,-077.316992
51,059,461202,4660,+38.857376,-077.341027
51,059,461500,6380,+38.881122,-077.280275
51,059,461601,6237,+38.874383,-077.262775
51,059,461602,3916,+38.879404,-077.226105
51,059,461700,6594,+38.868745,-077.259685
51,059,461801,1370,+38.875042,-077.290824
51,059,461802,5167,+38.873389,-077.303576
51,059,461901,3708,+38.868992,-077.281648
51,059,461902,1775,+38.866137,-077.305143
51,059,470100,2732,+38.953811,-077.169999
51,059,470300,3253,+38.926723,-077.139028
51,059,470400,4843,+38.933959,-077.156640
51,059,470500,5403,+38.943806,-077.182512
51,059,470600,2676,+38.934028,-077.192459
51,059,470700,5392,+38.921452,-077.170928
51,059,470800,2988,+38.920655,-077.185360
51,059,470900,7263,+38.906771,-077.167402
51,059,471000,2106,+38.900165,-077.185007
51,059,471100,6477,+38.911851,-077.200280
51,059,471201,3164,+38.915034,-077.214064
51,059,471202,4593,+38.924044,-077.204745
51,059,471301,3985,+38.903500,-077.209035
51,059,471303,3887,+38.898328,-077.207792
51,059,471304,1803,+38.890858,-077.204311
51,059,471401,3647,+38.882227,-077.196694
51,059,471402,3495,+38.878756,-077.210918
51,059,480100,4239,+39.010863,-077.271462
51,059,480201,4592,+38.944613,-077.216457
51,059,480202,2971,+38.928686,-077.228722
51,059,480203,2054,+38.928301,-077.233047
51,059,480300,7105,+38.959605,-077.255754
51,059,480401,4526,+38.989379,-077.309369
51,059,480402,5936,+39.015476,-077.331529
51,059,480501,3604,+38.998814,-077.363531
51,059,480502,5784,+38.993625,-077.385276
51,059,480503,3401,+38.982222,-077.366298
51,059,480504,2047,+38.983756,-077.352520
51,059,480505,3136,+38.973177,-077.357185
51,059,480801,5051,+38.978401,-077.388396
51,059,480802,3685,+38.974522,-077.372593
51,059,480901,6641,+38.970223,-077.401542
51,059,480902,3578,+38.963964,-077.388057
51,059,480903,4337,+38.957999,-077.392502
51,059,481000,5843,+38.964525,-077.409354
51,059,481101,1961,+38.950599,-077.398230
51,059,481102,3064,+38.948672,-077.399182
51,059,481103,3324,+38.946826,-077.405837
51,059,481104,2567,+38.944082,-077.410729
51,059,481105,5539,+38.936267,-077.396461
51,059,481106,5355,+38.924864,-077.384119
51,059,481201,1220,+38.946184,-077.385437
51,059,481202,6438,+38.940782,-077.370632
51,059,481400,6298,+38.929946,-077.350437
51,059,481500,2289,+38.917458,-077.349204
51,059,481600,3392,+38.900373,-077.336774
51,059,481701,6078,+38.893627,-077.363209
51,059,481702,4136,+38.871344,-077.358463
51,059,481900,5567,+38.962206,-077.319419
51,059,482001,4801,+38.981169,-077.331938
51,059,482002,3587,+38.977552,-077.343621
51,059,482100,3240,+38.968339,-077.337694
51,059,482201,2114,+38.960678,-077.345627
51,059,482202,3500,+38.961009,-077.349456
51,059,482203,3960,+38.960145,-077.362248
51,059,482301,4609,+38.941938,-077.347005
51,059,482302,4585,+38.936876,-077.354991
51,059,482303,3430,+38.934786,-077.331998
51,059,482400,2378,+38.939617,-077.307530
51,059,482501,7560,+38.949628,-077.419891
51,059,482502,3078,+38.912715,-077.413733
51,059,482503,4947,+38.922567,-077.407034
51,059,482504,5416,+38.907786,-077.394655
51,059,482601,7229,+38.896366,-077.413973
51,059,482602,6971,+38.883607,-077.384860
51,059,490101,5250,+38.862519,-077.442977
51,059,490103,5511,+38.883144,-077.460477
51,059,490501,3281,+38.836449,-077.415492
51,059,490502,6312,+38.837879,-077.375684
51,059,491000,1914,+38.842364,-077.492961
51,059,491101,3847,+38.849104,-077.478075
51,059,491102,3507,+38.856857,-077.464914
51,059,491103,6424,+38.845008,-077.457547
51,059,491201,6213,+38.843570,-077.447645
51,059,491202,1549,+38.843310,-077.433879
51,059,491301,6677,+38.822776,-077.454376
51,059,491302,3359,+38.830262,-077.445307
51,059,491303,3838,+38.834389,-077.442012
51,059,491401,4863,+38.831921,-077.425171
51,059,491402,4116,+38.824325,-077.431277
51,059,491403,3689,+38.821966,-077.419595
51,059,491404,3960,+38.813770,-077.438345
51,059,491405,2790,+38.810847,-077.426676
51,059,491501,7015,+38.845147,-077.416879
51,059,491502,7079,+38.860982,-077.417291
51,059,491601,4942,+38.884872,-077.429865
51,059,491602,5210,+38.882901,-077.417924
51,059,491701,3588,+38.862515,-077.374888
51,059,491702,6967,+38.866585,-077.373512
51,059,491703,4548,+38.854533,-077.352083
51,059,491704,4969,+38.852604,-077.364484
51,059,491705,3327,+38.845698,-077.393896
51,059,491801,2349,+38.857537,-077.400628
51,059,491802,2861,+38.863816,-077.392173
51,059,491803,6798,+38.875946,-077.397543
51,059,492000,6449,+38.807355,-077.344780
51,059,492100,6313,+38.760811,-077.320847
51,059,492201,2761,+38.724925,-077.299965
51,059,492202,6844,+38.739035,-077.266015
51,059,492203,4065,+38.722098,-077.265774
51,059,492300,3330,+38.738206,-077.239963
51,059,492400,4603,+38.728948,-077.235587
51,059,492500,4064,+38.785492,-077.392097
51,059,980100,10,+38.748016,-077.205488
51,059,980200,0,+38.932399,-077.439676
51,059,980300,4,+38.951180,-077.150176
51,061,930100,5551,+38.892564,-077.821153
51,061,930203,2702,+38.874635,-077.983764
51,061,930204,3367,+38.785914,-077.904065
51,061,930205,1678,+38.716038,-077.897446
51,061,930206,2133,+38.637408,-077.825975
51,061,930207,1660,+38.644982,-077.776931
51,061,930302,7449,+38.717895,-077.806858
51,061,930303,3613,+38.742543,-077.786358
51,061,930304,2221,+38.781761,-077.731262
51,061,930401,4567,+38.735318,-077.683273
51,061,930402,5714,+38.737042,-077.733171
51,061,930403,6715,+38.697485,-077.739848
51,061,930703,2521,+38.470910,-077.711308
51,061,930704,3799,+38.539545,-077.632093
51,061,930705,3652,+38.579754,-077.739247
51,061,930706,5602,+38.552384,-077.783552
51,061,930707,2259,+38.584138,-077.807609
51,063,920101,6177,+36.994673,-080.291762
51,063,920102,3753,+36.948098,-080.236582
51,063,920200,5349,+36.883060,-080.475788
51,065,020101,5571,+37.949204,-078.275144
51,065,020102,9341,+37.918391,-078.327249
51,065,020200,5468,+37.834205,-078.207614
51,065,020300,5311,+37.826578,-078.382350
51,067,020101,5194,+37.080890,-079.675402
51,067,020102,2508,+37.021366,-079.689100
51,067,020200,5529,+37.029794,-079.810753
51,067,020300,6127,+37.164938,-079.790675
51,067,020400,5448,+37.088782,-079.885130
51,067,020500,8135,+37.052944,-079.983995
51,067,020600,3774,+36.901903,-080.060540
51,067,020700,5914,+36.909500,-079.949973
51,067,020800,6566,+36.990187,-079.896294
51,067,020900,6964,+36.900236,-079.785116
51,069,050100,4089,+39.250851,-078.093567
51,069,050200,3880,+39.265816,-078.163434
51,069,050300,5999,+39.328893,-078.284635
51,069,050400,6748,+39.194644,-078.357814
51,069,050500,4959,+39.200069,-078.237907
51,069,050600,4439,+39.099955,-078.243029
51,069,050700,2740,+39.033733,-078.273647
51,069,050801,3886,+39.062556,-078.189405
51,069,050802,7274,+39.088057,-078.184805
51,069,050803,6921,+39.101835,-078.180200
51,069,050900,4357,+39.137634,-078.168113
51,069,051000,9391,+39.170399,-078.130634
51,069,051101,7105,+39.176139,-078.102992
51,069,051102,6517,+39.198965,-078.146499
51,071,930100,2176,+37.304919,-080.538346
51,071,930200,3856,+37.310908,-080.639550
51,071,930300,5568,+37.348450,-080.785074
51,071,930400,5686,+37.296809,-080.770926
51,073,100100,7565,+37.463913,-076.611162
51,073,100201,5809,+37.460754,-076.505113
51,073,100202,3658,+37.399644,-076.560980
51,073,100203,4095,+37.406067,-076.506102
51,073,100301,5546,+37.272371,-076.505960
51,073,100302,4984,+37.325213,-076.544732
51,073,100400,1344,+37.322510,-076.473531
51,073,100500,3857,+37.272291,-076.448851
51,075,400100,6228,+37.629234,-077.689705
51,075,400200,4264,+37.686767,-077.800920
51,075,400300,1406,+37.658392,-077.856833
51,075,400400,5556,+37.735785,-077.926209
51,075,400500,4263,+37.799452,-078.041706
51,077,060101,3095,+36.709701,-080.996837
51,077,060102,4157,+36.603094,-080.954261
51,077,060201,3004,+36.654439,-081.106671
51,077,060202,3158,+36.660183,-081.242545
51,077,060300,2119,+36.620440,-081.456119
51,079,030101,3865,+38.310191,-078.429192
51,079,030102,5393,+38.271476,-078.475995
51,079,030200,9145,+38.220656,-078.387510
51,081,880101,4320,+36.756671,-077.536511
51,081,880102,3276,+36.797002,-077.482480
51,081,880200,4647,+36.634771,-077.576783
51,083,930100,2969,+36.858760,-078.771159
